,gender,ethnicity,parent_ed,lunch,test_prep,math_score,reading_score,writing_score,prep_course,free_lunch,male,eth_B,eth_C,eth_D,eth_E,ped_shs,ped_hs,ped_sc,ped_ad,ped_md
191,male,group D,some college,standard,completed,76,83,79,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
192,female,group B,some high school,standard,none,62,64,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
193,male,group D,some college,standard,completed,77,62,62,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
194,female,group C,master's degree,standard,completed,69,84,85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
195,male,group D,associate's degree,standard,none,61,55,52,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
196,male,group C,some high school,free/reduced,completed,59,69,65,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
197,male,group E,high school,free/reduced,none,55,56,51,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
198,female,group B,some college,free/reduced,none,45,53,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199,female,group B,bachelor's degree,free/reduced,none,78,79,76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,female,group C,associate's degree,standard,completed,67,84,86,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201,female,group D,some college,free/reduced,none,65,81,77,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
202,male,group C,associate's degree,standard,none,69,77,69,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
203,female,group B,associate's degree,standard,none,57,69,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
204,male,group C,some college,standard,none,59,41,42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
205,male,group D,some high school,standard,completed,74,71,78,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
206,male,group E,bachelor's degree,standard,none,82,62,62,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
207,male,group E,high school,standard,completed,81,80,76,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
208,female,group B,some college,free/reduced,none,74,81,76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
209,female,group B,some college,free/reduced,none,58,61,66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
210,male,group D,some high school,free/reduced,completed,80,79,79,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
211,male,group C,some college,free/reduced,none,35,28,27,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
212,female,group C,high school,free/reduced,none,42,62,60,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
213,male,group C,associate's degree,free/reduced,completed,60,51,56,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
214,male,group E,high school,standard,completed,87,91,81,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
215,male,group B,some high school,standard,completed,84,83,75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
216,female,group E,associate's degree,free/reduced,completed,83,86,88,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
217,female,group C,high school,free/reduced,none,34,42,39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
218,male,group B,high school,free/reduced,none,66,77,70,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
219,male,group B,some high school,standard,completed,61,56,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
220,female,group D,high school,standard,completed,56,68,74,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
221,male,group B,associate's degree,standard,none,87,85,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
222,female,group C,some high school,free/reduced,none,55,65,62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
223,male,group D,some high school,standard,none,86,80,75,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
224,female,group B,associate's degree,standard,completed,52,66,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
225,female,group E,master's degree,free/reduced,none,45,56,54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,female,group C,some college,standard,none,72,72,71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
227,male,group D,high school,standard,none,57,50,54,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
228,male,group A,some high school,free/reduced,none,68,72,64,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
229,female,group C,some college,standard,completed,88,95,94,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
230,male,group D,some college,standard,none,76,64,66,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
231,male,group C,associate's degree,standard,none,46,43,42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
232,female,group B,bachelor's degree,standard,none,67,86,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,male,group E,some high school,standard,none,92,87,78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
234,male,group C,bachelor's degree,standard,completed,83,82,84,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,male,group D,associate's degree,standard,none,80,75,77,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
236,male,group D,bachelor's degree,free/reduced,none,63,66,67,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
237,female,group D,some high school,standard,completed,64,60,74,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
238,male,group B,some college,standard,none,54,52,51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
239,male,group C,associate's degree,standard,none,84,80,80,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
240,male,group D,high school,free/reduced,completed,73,68,66,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
241,female,group E,bachelor's degree,standard,none,80,83,83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
242,female,group D,high school,standard,none,56,52,55,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
243,male,group E,some college,standard,none,59,51,43,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
244,male,group D,some high school,standard,none,75,74,69,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
245,male,group C,associate's degree,standard,none,85,76,71,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
246,male,group E,associate's degree,standard,none,89,76,74,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
247,female,group B,high school,standard,completed,58,70,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
248,female,group B,high school,standard,none,65,64,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
249,male,group C,high school,standard,none,68,60,53,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250,male,group A,some high school,standard,completed,47,49,49,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
251,female,group D,some college,free/reduced,none,71,83,83,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
252,female,group B,some high school,standard,completed,60,70,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
253,male,group D,master's degree,standard,none,80,80,72,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
254,male,group D,high school,standard,none,54,52,52,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
255,female,group E,some college,standard,none,62,73,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
256,female,group C,associate's degree,free/reduced,none,64,73,68,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
257,male,group C,associate's degree,standard,completed,78,77,77,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
258,female,group B,some college,standard,none,70,75,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
259,female,group C,master's degree,free/reduced,completed,65,81,81,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260,female,group C,some high school,free/reduced,completed,64,79,77,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
261,male,group C,some college,standard,completed,79,79,78,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
262,female,group C,some high school,free/reduced,none,44,50,51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
263,female,group E,high school,standard,none,99,93,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
264,male,group D,high school,standard,none,76,73,68,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
265,male,group D,some high school,free/reduced,none,59,42,41,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
266,female,group C,bachelor's degree,standard,none,63,75,81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,female,group D,high school,standard,none,69,72,77,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
268,female,group D,associate's degree,standard,completed,88,92,95,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
269,female,group E,some college,free/reduced,none,71,76,70,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
270,male,group C,bachelor's degree,standard,none,69,63,61,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,male,group C,some college,standard,none,58,49,42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
272,female,group D,associate's degree,free/reduced,none,47,53,58,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
273,female,group D,some college,standard,none,65,70,71,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
274,male,group B,some college,standard,completed,88,85,76,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
275,male,group C,bachelor's degree,standard,none,83,78,73,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,female,group C,some high school,standard,completed,85,92,93,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
277,female,group E,high school,standard,completed,59,63,75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
278,female,group C,some high school,free/reduced,none,65,86,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
279,male,group B,bachelor's degree,free/reduced,none,73,56,57,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,male,group D,high school,standard,none,53,52,42,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
281,male,group D,high school,standard,none,45,48,46,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
282,female,group D,bachelor's degree,free/reduced,none,73,79,84,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
283,female,group D,some college,free/reduced,completed,70,78,78,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
284,female,group B,some high school,standard,none,37,46,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
285,male,group B,associate's degree,standard,completed,81,82,82,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
286,male,group E,associate's degree,standard,completed,97,82,88,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
287,female,group B,some high school,standard,none,67,89,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
288,male,group B,bachelor's degree,free/reduced,none,88,75,76,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,male,group E,some high school,standard,completed,77,76,77,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
290,male,group C,associate's degree,standard,none,76,70,68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
291,male,group D,some high school,standard,none,86,73,70,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
292,male,group C,some high school,standard,completed,63,60,57,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
293,female,group E,bachelor's degree,standard,none,65,73,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
294,male,group D,high school,free/reduced,completed,78,77,80,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
295,male,group B,associate's degree,free/reduced,none,67,62,60,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
296,male,group A,some high school,standard,completed,46,41,43,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
297,male,group E,associate's degree,standard,completed,71,74,68,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
298,male,group C,high school,free/reduced,completed,40,46,50,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
299,male,group D,associate's degree,free/reduced,none,90,87,75,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
300,male,group A,some college,free/reduced,completed,81,78,81,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
301,male,group D,some high school,free/reduced,none,56,54,52,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
302,female,group C,associate's degree,standard,completed,67,84,81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
303,male,group B,associate's degree,standard,none,80,76,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
304,female,group C,associate's degree,standard,completed,74,75,83,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
305,male,group A,some college,standard,none,69,67,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
306,male,group E,some college,standard,completed,99,87,81,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
307,male,group C,some high school,standard,none,51,52,44,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
308,female,group B,associate's degree,free/reduced,none,53,71,67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
309,female,group D,high school,free/reduced,none,49,57,52,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
310,female,group B,associate's degree,standard,none,73,76,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
311,male,group B,bachelor's degree,standard,none,66,60,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,male,group D,bachelor's degree,standard,completed,67,61,68,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
313,female,group C,associate's degree,free/reduced,completed,68,67,69,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
314,female,group C,bachelor's degree,standard,completed,59,64,75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,male,group C,high school,standard,none,71,66,65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
316,female,group D,master's degree,standard,completed,77,82,91,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
317,male,group C,associate's degree,standard,none,83,72,78,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
318,male,group B,bachelor's degree,standard,none,63,71,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,female,group D,associate's degree,free/reduced,none,56,65,63,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
320,female,group C,high school,free/reduced,completed,67,79,84,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
321,female,group E,high school,standard,none,75,86,79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
322,female,group C,some college,standard,none,71,81,80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
323,female,group C,some high school,free/reduced,none,43,53,53,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
324,female,group C,high school,free/reduced,none,41,46,43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
325,female,group C,some college,standard,none,82,90,94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
326,male,group C,some college,standard,none,61,61,62,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
327,male,group A,some college,free/reduced,none,28,23,19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
328,male,group C,associate's degree,standard,completed,82,75,77,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
329,female,group B,some high school,standard,none,41,55,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
330,male,group C,high school,standard,none,71,60,61,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
331,male,group C,associate's degree,standard,none,47,37,35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
332,male,group E,associate's degree,standard,completed,62,56,53,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
333,male,group B,associate's degree,standard,none,90,78,81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
334,female,group C,bachelor's degree,standard,none,83,93,95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,female,group B,some college,free/reduced,none,61,68,66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
336,male,group D,some high school,standard,completed,76,70,69,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
337,male,group C,associate's degree,standard,none,49,51,43,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
338,female,group B,some high school,free/reduced,none,24,38,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
339,female,group D,some high school,free/reduced,completed,35,55,60,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
340,male,group C,high school,free/reduced,none,58,61,52,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
341,female,group C,high school,standard,none,61,73,63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
342,female,group B,high school,standard,completed,69,76,74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
343,male,group D,associate's degree,standard,completed,67,72,67,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
344,male,group D,some college,standard,none,79,73,67,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
345,female,group C,high school,standard,none,72,80,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
346,male,group B,some college,standard,none,62,61,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
347,female,group C,bachelor's degree,standard,completed,77,94,95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,male,group D,high school,free/reduced,none,75,74,66,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
349,male,group E,associate's degree,standard,none,87,74,76,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
350,female,group B,bachelor's degree,standard,none,52,65,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,male,group E,some college,standard,none,66,57,52,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
352,female,group C,some college,standard,completed,63,78,80,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
353,female,group C,associate's degree,standard,none,46,58,57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
354,female,group C,some college,standard,none,59,71,70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
355,female,group B,bachelor's degree,standard,none,61,72,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,male,group A,associate's degree,standard,none,63,61,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
357,female,group C,some college,free/reduced,completed,42,66,69,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
358,male,group D,some college,free/reduced,none,59,62,61,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
359,female,group D,some college,standard,none,80,90,89,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
360,female,group B,high school,standard,none,58,62,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
361,male,group B,some high school,standard,completed,85,84,78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
362,female,group C,some college,standard,none,52,58,58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
363,female,group D,some high school,free/reduced,none,27,34,32,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
364,male,group C,some college,standard,none,59,60,58,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
365,male,group A,bachelor's degree,free/reduced,completed,49,58,60,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,male,group C,high school,standard,completed,69,58,53,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
367,male,group C,bachelor's degree,free/reduced,none,61,66,61,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,female,group A,some high school,free/reduced,none,44,64,58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
369,female,group D,some high school,standard,none,73,84,85,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
370,male,group E,some college,standard,none,84,77,71,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
371,female,group C,some college,free/reduced,completed,45,73,70,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
372,male,group D,some high school,standard,none,74,74,72,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
373,female,group D,some college,standard,completed,82,97,96,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
374,female,group D,bachelor's degree,standard,none,59,70,73,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
375,male,group E,associate's degree,free/reduced,none,46,43,41,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
376,female,group D,some high school,standard,none,80,90,82,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
377,female,group D,master's degree,free/reduced,completed,85,95,100,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
378,female,group A,some high school,standard,none,71,83,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
379,male,group A,bachelor's degree,standard,none,66,64,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,female,group B,associate's degree,standard,none,80,86,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
381,male,group C,associate's degree,standard,completed,87,100,95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
382,male,group C,master's degree,free/reduced,none,79,81,71,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
383,female,group E,some high school,free/reduced,none,38,49,45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
